Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID
PF3D7_1233900	PF3D7_1233900.1	P. falciparum 3D7	Pf3D7_12_v3:1,407,674..1,411,030(+)	sentrin-specific protease 1	protein coding	811379
PF3D7_1234100	PF3D7_1234100.1	P. falciparum 3D7	Pf3D7_12_v3:1,414,414..1,426,104(+)	bromodomain protein, putative	protein coding	811381
PF3D7_1235300	PF3D7_1235300.1	P. falciparum 3D7	Pf3D7_12_v3:1,470,713..1,475,701(+)	CCR4-NOT transcription complex subunit 4, putative	protein coding	811393
PF3D7_1235700	PF3D7_1235700.1	P. falciparum 3D7	Pf3D7_12_v3:1,487,084..1,488,691(+)	ATP synthase subunit beta, mitochondrial	protein coding	811397
PF3D7_1236100	PF3D7_1236100.1	P. falciparum 3D7	Pf3D7_12_v3:1,506,932..1,508,269(-)	clustered-asparagine-rich protein	protein coding	811401
PF3D7_1236200	PF3D7_1236200.1	P. falciparum 3D7	Pf3D7_12_v3:1,512,200..1,516,516(-)	conserved Plasmodium protein, unknown function	protein coding	811402
PF3D7_1236400	PF3D7_1236400.1	P. falciparum 3D7	Pf3D7_12_v3:1,522,463..1,524,632(+)	conserved Plasmodium protein, unknown function	protein coding	811404
PF3D7_1237100	PF3D7_1237100.1	P. falciparum 3D7	Pf3D7_12_v3:1,540,766..1,549,144(-)	conserved Plasmodium protein, unknown function	protein coding	811411
PF3D7_1237900	PF3D7_1237900.1	P. falciparum 3D7	Pf3D7_12_v3:1,577,181..1,580,747(+)	conserved Plasmodium protein, unknown function	protein coding	811419
PF3D7_1238100	PF3D7_1238100.1	P. falciparum 3D7	Pf3D7_12_v3:1,583,909..1,584,595(-)	calcyclin binding protein, putative	protein coding	811421
PF3D7_1238300	PF3D7_1238300.1	P. falciparum 3D7	Pf3D7_12_v3:1,589,169..1,592,072(+)	pre-mRNA-splicing factor CWC22, putative	protein coding	811423
PF3D7_1238500	PF3D7_1238500.1	P. falciparum 3D7	Pf3D7_12_v3:1,594,826..1,600,526(+)	conserved Plasmodium protein, unknown function	protein coding	811425
PF3D7_1239200	PF3D7_1239200.1	P. falciparum 3D7	Pf3D7_12_v3:1,634,695..1,642,428(+)	AP2 domain transcription factor, putative	protein coding	811432
PF3D7_1239500	PF3D7_1239500.1	P. falciparum 3D7	Pf3D7_12_v3:1,648,667..1,651,687(+)	DNA gyrase subunit B	protein coding	811435
PF3D7_1239700	PF3D7_1239700.1	P. falciparum 3D7	Pf3D7_12_v3:1,655,487..1,658,129(+)	ATP-dependent zinc metalloprotease FTSH 1	protein coding	811437
PF3D7_1239800	PF3D7_1239800.1	P. falciparum 3D7	Pf3D7_12_v3:1,660,451..1,677,754(+)	conserved Plasmodium protein, unknown function	protein coding	811438
PF3D7_1240300	PF3D7_1240300.1	P. falciparum 3D7	Pf3D7_12_v3:1,694,150..1,703,087(+)	erythrocyte membrane protein 1, PfEMP1	protein coding	811442
PF3D7_1241800	PF3D7_1241800.1	P. falciparum 3D7	Pf3D7_12_v3:1,780,012..1,782,648(-)	ATP-dependent RNA helicase DBP9, putative	protein coding	811454
PF3D7_1242800	PF3D7_1242800.1	P. falciparum 3D7	Pf3D7_12_v3:1,805,380..1,807,356(-)	rab specific GDP dissociation inhibitor	protein coding	811464
PF3D7_1243600	PF3D7_1243600.1	P. falciparum 3D7	Pf3D7_12_v3:1,825,959..1,826,884(+)	translation initiation factor SUI1, putative	protein coding	811471
PF3D7_1243700	PF3D7_1243700.1	P. falciparum 3D7	Pf3D7_12_v3:1,829,660..1,831,057(+)	ubiquitin-conjugating enzyme E2, putative	protein coding	811472
PF3D7_1244100	PF3D7_1244100.1	P. falciparum 3D7	Pf3D7_12_v3:1,847,677..1,852,156(+)	N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative	protein coding	811476
PF3D7_1245100	PF3D7_1245100.1	P. falciparum 3D7	Pf3D7_12_v3:1,883,469..1,887,681(+)	kinesin-13, putative	protein coding	811485
PF3D7_1245800	PF3D7_1245800.1	P. falciparum 3D7	Pf3D7_12_v3:1,908,149..1,909,764(+)	epsin-like protein, putative	protein coding	811491
PF3D7_1246200	PF3D7_1246200.1	P. falciparum 3D7	Pf3D7_12_v3:1,920,784..1,921,914(+)	actin I	protein coding	811495
PF3D7_1246600	PF3D7_1246600.1	P. falciparum 3D7	Pf3D7_12_v3:1,936,522..1,937,694(+)	pre-mRNA-splicing factor CWC26, putative	protein coding	811499
PF3D7_1248700	PF3D7_1248700.1	P. falciparum 3D7	Pf3D7_12_v3:1,994,775..2,000,744(+)	conserved Plasmodium protein, unknown function	protein coding	811519
PF3D7_1248900	PF3D7_1248900.1	P. falciparum 3D7	Pf3D7_12_v3:2,002,723..2,004,030(-)	26S protease regulatory subunit 8, putative	protein coding	811521
PF3D7_1249300	PF3D7_1249300.1	P. falciparum 3D7	Pf3D7_12_v3:2,012,643..2,015,726(+)	protein phosphatase PPM4, putative	protein coding	811525
PF3D7_1249800	PF3D7_1249800.1	P. falciparum 3D7	Pf3D7_12_v3:2,030,004..2,039,852(-)	THO complex subunit 2, putative	protein coding	811530
PF3D7_1250000	PF3D7_1250000.1	P. falciparum 3D7	Pf3D7_12_v3:2,044,120..2,044,626(+)	rRNA-processing protein FCF2, putative	protein coding	811532
PF3D7_1250200	PF3D7_1250200.1	P. falciparum 3D7	Pf3D7_12_v3:2,059,108..2,063,227(+)	CSC1-like protein, putative	protein coding	811534
PF3D7_1250400	PF3D7_1250400.1	P. falciparum 3D7	Pf3D7_12_v3:2,067,400..2,069,370(+)	conserved Plasmodium protein, unknown function	protein coding	811536
PF3D7_1250600	PF3D7_1250600.1	P. falciparum 3D7	Pf3D7_12_v3:2,071,602..2,073,641(-)	translation initiation factor eIF-2B subunit beta, putative	protein coding	811538
PF3D7_1250800	PF3D7_1250800.1	P. falciparum 3D7	Pf3D7_12_v3:2,077,718..2,082,887(+)	DNA repair protein rhp16, putative	protein coding	811540
PF3D7_1252100	PF3D7_1252100.1	P. falciparum 3D7	Pf3D7_12_v3:2,114,628..2,122,487(-)	rhoptry neck protein 3	protein coding	811551
PF3D7_1252400	PF3D7_1252400.1	P. falciparum 3D7	Pf3D7_12_v3:2,136,053..2,144,874(+)	reticulocyte binding protein homologue 3, pseudogene	protein coding	811554
PF3D7_1252600	PF3D7_1252600.1	P. falciparum 3D7	Pf3D7_12_v3:2,150,554..2,151,915(+)	esterase, putative	protein coding	811556
PF3D7_1253000	PF3D7_1253000.1	P. falciparum 3D7	Pf3D7_12_v3:2,168,181..2,169,759(+)	gametocyte erythrocyte cytosolic protein	protein coding	811560
PF3D7_1253400	PF3D7_1253400.1	P. falciparum 3D7	Pf3D7_12_v3:2,180,419..2,182,869(+)	acyl-CoA synthetase	protein coding	811564
PF3D7_1301200	PF3D7_1301200.1	P. falciparum 3D7	Pf3D7_13_v3:73,099..74,413(-)	GBPH2 protein	protein coding	813989
PF3D7_1301400	PF3D7_1301400.1	P. falciparum 3D7	Pf3D7_13_v3:82,718..84,018(+)	Plasmodium exported protein (hyp12), unknown function	protein coding	814051
PF3D7_1301500	PF3D7_1301500.1	P. falciparum 3D7	Pf3D7_13_v3:85,563..86,624(-)	Plasmodium exported protein (PHISTa), unknown function	protein coding	813948
PF3D7_1301600	PF3D7_1301600.1	P. falciparum 3D7	Pf3D7_13_v3:89,319..93,352(-)	erythrocyte binding antigen-140	protein coding	813949
PF3D7_1301800	PF3D7_1301800.1	P. falciparum 3D7	Pf3D7_13_v3:102,842..109,471(+)	surface-associated interspersed protein 13.1 (SURFIN 13.1), pseudogene	protein coding	814052
PF3D7_1302000	PF3D7_1302000.1	P. falciparum 3D7	Pf3D7_13_v3:112,792..113,815(-)	EMP1-trafficking protein	protein coding	814054
PF3D7_1302500	PF3D7_1302500.1	P. falciparum 3D7	Pf3D7_13_v3:131,849..140,594(-)	conserved Plasmodium protein, unknown function	protein coding	813680
PF3D7_1302700	PF3D7_1302700.1	P. falciparum 3D7	Pf3D7_13_v3:145,174..150,198(+)	ATP-dependent RNA helicase DHR1, putative	protein coding	813690
PF3D7_1303000	PF3D7_1303000.1	P. falciparum 3D7	Pf3D7_13_v3:158,144..158,778(+)	ATP synthase-associated protein, putative	protein coding	813701
PF3D7_1303500	PF3D7_1303500.1	P. falciparum 3D7	Pf3D7_13_v3:169,874..175,789(-)	sodium/hydrogen exchanger	protein coding	813998
PF3D7_1303800	PF3D7_1303800.1	P. falciparum 3D7	Pf3D7_13_v3:184,845..212,660(-)	conserved Plasmodium protein, unknown function	protein coding	813744
PF3D7_1304000	PF3D7_1304000.1	P. falciparum 3D7	Pf3D7_13_v3:216,652..220,029(-)	condensin complex subunit 2, putative	protein coding	813766
PF3D7_1304200	PF3D7_1304200.1	P. falciparum 3D7	Pf3D7_13_v3:226,669..228,873(-)	CorA-like Mg2+ transporter protein, putative	protein coding	813788
PF3D7_1304200	PF3D7_1304200.2	P. falciparum 3D7	Pf3D7_13_v3:226,669..228,873(-)	CorA-like Mg2+ transporter protein, putative	protein coding	813788
PF3D7_1304500	PF3D7_1304500.1	P. falciparum 3D7	Pf3D7_13_v3:235,800..236,435(-)	small heat shock protein, putative	protein coding	814000
PF3D7_1304600	PF3D7_1304600.1	P. falciparum 3D7	Pf3D7_13_v3:237,361..241,233(+)	conserved Plasmodium protein, unknown function	protein coding	813810
PF3D7_1305000	PF3D7_1305000.1	P. falciparum 3D7	Pf3D7_13_v3:247,312..251,751(+)	MCL1 domain-containing protein, putative	protein coding	814003
PF3D7_1305100	PF3D7_1305100.1	P. falciparum 3D7	Pf3D7_13_v3:252,526..253,788(-)	protein AMR3	protein coding	814004
PF3D7_1305900	PF3D7_1305900.1	P. falciparum 3D7	Pf3D7_13_v3:279,990..281,701(-)	conserved Plasmodium protein, unknown function	protein coding	814010
PF3D7_1306900	PF3D7_1306900.1	P. falciparum 3D7	Pf3D7_13_v3:323,472..325,032(+)	U1 small nuclear ribonucleoprotein A, putative	protein coding	813918
PF3D7_1307100	PF3D7_1307100.1	P. falciparum 3D7	Pf3D7_13_v3:327,893..330,928(+)	U3 small nucleolar RNA-associated protein 6, putative	protein coding	814014
PF3D7_1307200	PF3D7_1307200.1	P. falciparum 3D7	Pf3D7_13_v3:331,558..332,526(-)	DnaJ protein, putative	protein coding	814015
PF3D7_1307700	PF3D7_1307700.1	P. falciparum 3D7	Pf3D7_13_v3:344,525..348,232(+)	TOM1-like protein, putative	protein coding	814020
PF3D7_1307800	PF3D7_1307800.1	P. falciparum 3D7	Pf3D7_13_v3:348,743..350,788(-)	FHA domain-containing protein, putative	protein coding	814021
PF3D7_1308200	PF3D7_1308200.1	P. falciparum 3D7	Pf3D7_13_v3:361,166..368,495(-)	carbamoyl phosphate synthetase	protein coding	814023
PF3D7_1308300	PF3D7_1308300.1	P. falciparum 3D7	Pf3D7_13_v3:372,260..372,646(+)	40S ribosomal protein S27	protein coding	814024
PF3D7_1308400	PF3D7_1308400.1	P. falciparum 3D7	Pf3D7_13_v3:373,487..392,072(-)	conserved Plasmodium protein, unknown function	protein coding	813928
PF3D7_1308700	PF3D7_1308700.1	P. falciparum 3D7	Pf3D7_13_v3:401,577..403,400(+)	conserved Plasmodium protein, unknown function	protein coding	814026
PF3D7_1308800	PF3D7_1308800.1	P. falciparum 3D7	Pf3D7_13_v3:403,788..406,703(-)	tyrosine recombinase	protein coding	813931
PF3D7_1309000	PF3D7_1309000.1	P. falciparum 3D7	Pf3D7_13_v3:415,916..416,998(-)	conserved protein, unknown function	protein coding	813932
PF3D7_1309100	PF3D7_1309100.1	P. falciparum 3D7	Pf3D7_13_v3:418,820..420,121(+)	60S ribosomal protein L24, putative	protein coding	814028
PF3D7_1309400	PF3D7_1309400.1	P. falciparum 3D7	Pf3D7_13_v3:431,892..435,875(+)	HORMA domain protein, putative	protein coding	814029
PF3D7_1309700	PF3D7_1309700.1	P. falciparum 3D7	Pf3D7_13_v3:440,265..445,283(+)	vacuolar protein sorting-associated protein 18, putative	protein coding	814032
PF3D7_1310700	PF3D7_1310700.1	P. falciparum 3D7	Pf3D7_13_v3:468,232..468,663(-)	RNA-binding protein, putative	protein coding	814036
PF3D7_1311800	PF3D7_1311800.1	P. falciparum 3D7	Pf3D7_13_v3:501,790..505,047(+)	M1-family alanyl aminopeptidase	protein coding	813945
PF3D7_1312100	PF3D7_1312100.1	P. falciparum 3D7	Pf3D7_13_v3:513,068..517,326(-)	GYF domain-containing protein, putative	protein coding	814045
PF3D7_1312800	PF3D7_1312800.1	P. falciparum 3D7	Pf3D7_13_v3:536,702..544,523(-)	conserved Plasmodium protein, unknown function	protein coding	814050
PF3D7_1312900	PF3D7_1312900.1	P. falciparum 3D7	Pf3D7_13_v3:548,586..552,841(+)	eukaryotic translation initation factor 4 gamma	protein coding	813952
PF3D7_1313500	PF3D7_1313500.1	P. falciparum 3D7	Pf3D7_13_v3:573,169..578,479(-)	conserved Plasmodium membrane protein, unknown function	protein coding	814056
PF3D7_1315300	PF3D7_1315300.1	P. falciparum 3D7	Pf3D7_13_v3:644,714..646,392(+)	conserved protein, unknown function	protein coding	814064
PF3D7_1315700	PF3D7_1315700.1	P. falciparum 3D7	Pf3D7_13_v3:658,595..659,545(+)	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61, putative	protein coding	814065
PF3D7_1316500	PF3D7_1316500.1	P. falciparum 3D7	Pf3D7_13_v3:685,951..688,671(+)	pre-mRNA-processing factor 40, putative	protein coding	814069
PF3D7_1318400	PF3D7_1318400.1	P. falciparum 3D7	Pf3D7_13_v3:760,326..764,139(-)	structural maintenance of chromosomes protein 2, putative	protein coding	813987
PF3D7_1318700	PF3D7_1318700.1	P. falciparum 3D7	Pf3D7_13_v3:770,646..772,895(-)	conserved protein, unknown function	protein coding	813651
PF3D7_1318800	PF3D7_1318800.1	P. falciparum 3D7	Pf3D7_13_v3:774,790..776,745(-)	translocation protein SEC63, putative	protein coding	814078
PF3D7_1318900	PF3D7_1318900.1	P. falciparum 3D7	Pf3D7_13_v3:779,934..781,679(+)	conserved Plasmodium protein, unknown function	protein coding	814079
PF3D7_1319000	PF3D7_1319000.1	P. falciparum 3D7	Pf3D7_13_v3:784,110..786,992(+)	conserved Plasmodium protein, unknown function	protein coding	814080
PF3D7_1319100	PF3D7_1319100.1	P. falciparum 3D7	Pf3D7_13_v3:789,437..791,848(+)	ubiquitin carboxyl-terminal hydrolase MINDY, putative	protein coding	814081
PF3D7_1319300	PF3D7_1319300.1	P. falciparum 3D7	Pf3D7_13_v3:795,939..798,353(-)	tRNA (guanine(26)-N(2))-dimethyltransferase, putative	protein coding	814083
PF3D7_1319400	PF3D7_1319400.1	P. falciparum 3D7	Pf3D7_13_v3:801,712..806,029(+)	conserved Plasmodium protein, unknown function	protein coding	813652
PF3D7_1320100	PF3D7_1320100.1	P. falciparum 3D7	Pf3D7_13_v3:834,180..835,308(-)	ATP-dependent Clp protease adapter protein ClpS	protein coding	813659
PF3D7_1320500	PF3D7_1320500.1	P. falciparum 3D7	Pf3D7_13_v3:843,639..845,111(+)	SNARE protein, putative	protein coding	813661
PF3D7_1320900	PF3D7_1320900.1	P. falciparum 3D7	Pf3D7_13_v3:857,147..857,944(-)	RNA-binding protein, putative	protein coding	814093
PF3D7_1321100	PF3D7_1321100.1	P. falciparum 3D7	Pf3D7_13_v3:861,442..872,332(-)	conserved Plasmodium protein, unknown function	protein coding	813662
PF3D7_1321700	PF3D7_1321700.1	P. falciparum 3D7	Pf3D7_13_v3:902,383..905,166(+)	splicing factor 1	protein coding	813670
PF3D7_1322000	PF3D7_1322000.1	P. falciparum 3D7	Pf3D7_13_v3:916,360..918,594(+)	nucleoside-diphosphatase, putative	protein coding	813671
PF3D7_1322100	PF3D7_1322100.1	P. falciparum 3D7	Pf3D7_13_v3:920,971..929,449(+)	histone-lysine N-methyltransferase SET2	protein coding	813672
PF3D7_1322200	PF3D7_1322200.1	P. falciparum 3D7	Pf3D7_13_v3:931,314..943,825(+)	conserved Plasmodium protein, unknown function	protein coding	813674
PF3D7_1323100	PF3D7_1323100.1	P. falciparum 3D7	Pf3D7_13_v3:965,486..966,280(-)	60S ribosomal protein L6, putative	protein coding	814100
PF3D7_1323200	PF3D7_1323200.1	P. falciparum 3D7	Pf3D7_13_v3:968,110..968,798(-)	V-type proton ATPase subunit G, putative	protein coding	814101
PF3D7_1323400	PF3D7_1323400.1	P. falciparum 3D7	Pf3D7_13_v3:971,847..973,036(-)	60S ribosomal protein L23	protein coding	814103
PF3D7_1324200	PF3D7_1324200.1	P. falciparum 3D7	Pf3D7_13_v3:1,000,100..1,001,882(-)	micro-fibrillar-associated protein, putative	protein coding	813683
PF3D7_1324300	PF3D7_1324300.1	P. falciparum 3D7	Pf3D7_13_v3:1,002,748..1,019,303(-)	conserved Plasmodium membrane protein, unknown function	protein coding	813684
PF3D7_1324600	PF3D7_1324600.1	P. falciparum 3D7	Pf3D7_13_v3:1,028,492..1,033,629(+)	conserved Plasmodium protein, unknown function	protein coding	814110
PF3D7_1324800	PF3D7_1324800.1	P. falciparum 3D7	Pf3D7_13_v3:1,036,543..1,038,531(-)	dihydrofolate synthase/folylpolyglutamate synthase	protein coding	814111
PF3D7_1325800	PF3D7_1325800.1	P. falciparum 3D7	Pf3D7_13_v3:1,071,146..1,075,747(+)	conserved Plasmodium protein, unknown function	protein coding	814116
PF3D7_1325900	PF3D7_1325900.1	P. falciparum 3D7	Pf3D7_13_v3:1,076,161..1,084,587(-)	conserved Plasmodium protein, unknown function	protein coding	813691
PF3D7_1326300	PF3D7_1326300.1	P. falciparum 3D7	Pf3D7_13_v3:1,092,394..1,094,187(-)	RNA-binding protein, putative	protein coding	814117
PF3D7_1327300	PF3D7_1327300.1	P. falciparum 3D7	Pf3D7_13_v3:1,145,719..1,151,106(+)	conserved Plasmodium protein, unknown function	protein coding	814131
PF3D7_1327800	PF3D7_1327800.1	P. falciparum 3D7	Pf3D7_13_v3:1,162,620..1,164,302(+)	ribose-phosphate pyrophosphokinase, putative	protein coding	814127
PF3D7_1328100	PF3D7_1328100.1	P. falciparum 3D7	Pf3D7_13_v3:1,184,208..1,185,020(+)	proteasome subunit beta type-7, putative	protein coding	814126
PF3D7_1328200	PF3D7_1328200.1	P. falciparum 3D7	Pf3D7_13_v3:1,186,619..1,195,201(+)	conserved Plasmodium protein, unknown function	protein coding	814125
PF3D7_1328300	PF3D7_1328300.1	P. falciparum 3D7	Pf3D7_13_v3:1,196,229..1,197,509(-)	conserved protein, unknown function	protein coding	814124
PF3D7_1328500	PF3D7_1328500.1	P. falciparum 3D7	Pf3D7_13_v3:1,204,186..1,207,200(-)	alpha/beta-hydrolase, putative	protein coding	814123
PF3D7_1329100	PF3D7_1329100.1	P. falciparum 3D7	Pf3D7_13_v3:1,227,372..1,234,418(-)	myosin F, putative	protein coding	813699
PF3D7_1329500	PF3D7_1329500.1	P. falciparum 3D7	Pf3D7_13_v3:1,252,059..1,257,973(+)	conserved protein, unknown function	protein coding	814132
PF3D7_1330500	PF3D7_1330500.1	P. falciparum 3D7	Pf3D7_13_v3:1,284,988..1,287,165(+)	CTLH domain-containing protein, putative	protein coding	814134
PF3D7_1330800	PF3D7_1330800.1	P. falciparum 3D7	Pf3D7_13_v3:1,294,615..1,296,966(+)	RNA-binding protein, putative	protein coding	814135
PF3D7_1331700	PF3D7_1331700.1	P. falciparum 3D7	Pf3D7_13_v3:1,319,089..1,321,845(-)	glutamine--tRNA ligase, putative	protein coding	814140
PF3D7_1332000	PF3D7_1332000.1	P. falciparum 3D7	Pf3D7_13_v3:1,325,913..1,327,532(-)	syntaxin, Qa-SNARE family	protein coding	813722
PF3D7_1332200	PF3D7_1332200.1	P. falciparum 3D7	Pf3D7_13_v3:1,332,299..1,335,592(+)	conserved protein, unknown function	protein coding	814143
PF3D7_1333600	PF3D7_1333600.1	P. falciparum 3D7	Pf3D7_13_v3:1,373,390..1,377,397(-)	U3 small nucleolar RNA-associated protein 4, putative	protein coding	814154
PF3D7_1334100	PF3D7_1334100.1	P. falciparum 3D7	Pf3D7_13_v3:1,392,614..1,395,565(-)	conserved protein, unknown function	protein coding	814159
PF3D7_1334200	PF3D7_1334200.1	P. falciparum 3D7	Pf3D7_13_v3:1,398,271..1,399,845(+)	chaperone binding protein, putative	protein coding	814160
PF3D7_1335000	PF3D7_1335000.1	P. falciparum 3D7	Pf3D7_13_v3:1,416,316..1,417,458(-)	MSP7-like protein	protein coding	814165
PF3D7_1335100	PF3D7_1335100.1	P. falciparum 3D7	Pf3D7_13_v3:1,419,086..1,420,141(-)	merozoite surface protein 7	protein coding	814166
PF3D7_1335300	PF3D7_1335300.1	P. falciparum 3D7	Pf3D7_13_v3:1,428,874..1,438,852(-)	reticulocyte binding protein 2 homologue b	protein coding	813730
PF3D7_1335400	PF3D7_1335400.1	P. falciparum 3D7	Pf3D7_13_v3:1,440,779..1,450,385(+)	reticulocyte binding protein 2 homologue a	protein coding	814167
PF3D7_1335800	PF3D7_1335800.1	P. falciparum 3D7	Pf3D7_13_v3:1,462,180..1,463,991(+)	conserved Plasmodium protein, unknown function	protein coding	814169
PF3D7_1336700	PF3D7_1336700.1	P. falciparum 3D7	Pf3D7_13_v3:1,482,361..1,482,837(-)	parasitophorous vacuolar protein 3, putative	protein coding	814172
PF3D7_1337000	PF3D7_1337000.1	P. falciparum 3D7	Pf3D7_13_v3:1,491,265..1,494,308(-)	mitochondrial intermediate peptidase, putative	protein coding	813739
PF3D7_1337300	PF3D7_1337300.1	P. falciparum 3D7	Pf3D7_13_v3:1,503,015..1,506,022(+)	exoribonuclease, putative	protein coding	814175
PF3D7_1337700	PF3D7_1337700.1	P. falciparum 3D7	Pf3D7_13_v3:1,525,562..1,527,814(+)	conserved Plasmodium protein, unknown function	protein coding	813742
PF3D7_1338200	PF3D7_1338200.1	P. falciparum 3D7	Pf3D7_13_v3:1,545,070..1,545,735(-)	60S ribosomal protein L6, putative	protein coding	814180
PF3D7_1338400	PF3D7_1338400.1	P. falciparum 3D7	Pf3D7_13_v3:1,550,949..1,553,103(-)	SprT-like domain-containing protein, putative	protein coding	813746
PF3D7_1338600	PF3D7_1338600.1	P. falciparum 3D7	Pf3D7_13_v3:1,556,659..1,559,734(-)	conserved protein, unknown function	protein coding	813748
PF3D7_1339300	PF3D7_1339300.1	P. falciparum 3D7	Pf3D7_13_v3:1,583,226..1,584,053(+)	conserved Plasmodium protein, unknown function	protein coding	814182
PF3D7_1339700	PF3D7_1339700.1	P. falciparum 3D7	Pf3D7_13_v3:1,590,510..1,596,320(-)	conserved Plasmodium protein, unknown function	protein coding	813760
PF3D7_1340000	PF3D7_1340000.1	P. falciparum 3D7	Pf3D7_13_v3:1,601,698..1,603,554(-)	secreted ookinete protein, putative	protein coding	813761
PF3D7_1340300	PF3D7_1340300.1	P. falciparum 3D7	Pf3D7_13_v3:1,607,323..1,610,190(+)	nucleolar complex protein 2, putative	protein coding	814186
PF3D7_1340900	PF3D7_1340900.1	P. falciparum 3D7	Pf3D7_13_v3:1,627,311..1,629,480(+)	sodium-dependent phosphate transporter	protein coding	813764
PF3D7_1341300	PF3D7_1341300.1	P. falciparum 3D7	Pf3D7_13_v3:1,636,556..1,637,833(+)	60S ribosomal protein L18-2, putative	protein coding	813765
PF3D7_1342000	PF3D7_1342000.1	P. falciparum 3D7	Pf3D7_13_v3:1,653,211..1,654,131(-)	40S ribosomal protein S6	protein coding	814195
PF3D7_1342400	PF3D7_1342400.1	P. falciparum 3D7	Pf3D7_13_v3:1,666,832..1,668,153(-)	casein kinase II beta chain	protein coding	814199
PF3D7_1342600	PF3D7_1342600.1	P. falciparum 3D7	Pf3D7_13_v3:1,673,699..1,676,539(+)	myosin A	protein coding	814200
PF3D7_1343000	PF3D7_1343000.1	P. falciparum 3D7	Pf3D7_13_v3:1,696,894..1,698,113(+)	phosphoethanolamine N-methyltransferase	protein coding	813771
PF3D7_1343300	PF3D7_1343300.1	P. falciparum 3D7	Pf3D7_13_v3:1,707,731..1,710,679(-)	CDT1-like protein, putative	protein coding	814204
PF3D7_1344900	PF3D7_1344900.1	P. falciparum 3D7	Pf3D7_13_v3:1,801,271..1,805,737(+)	conserved Plasmodium protein, unknown function	protein coding	813780
PF3D7_1345800	PF3D7_1345800.1	P. falciparum 3D7	Pf3D7_13_v3:1,831,842..1,834,991(+)	conserved Plasmodium protein, unknown function	protein coding	814209
PF3D7_1346000	PF3D7_1346000.1	P. falciparum 3D7	Pf3D7_13_v3:1,837,752..1,840,105(-)	dynactin subunit 2, putative	protein coding	813789
PF3D7_1346100	PF3D7_1346100.1	P. falciparum 3D7	Pf3D7_13_v3:1,843,376..1,844,897(+)	protein transport protein SEC61 subunit alpha	protein coding	813790
PF3D7_1346300	PF3D7_1346300.1	P. falciparum 3D7	Pf3D7_13_v3:1,849,528..1,850,517(+)	DNA/RNA-binding protein Alba 2	protein coding	813792
PF3D7_1346400	PF3D7_1346400.1	P. falciparum 3D7	Pf3D7_13_v3:1,852,898..1,870,864(+)	VPS13 domain-containing protein, putative	protein coding	813793
PF3D7_1347500	PF3D7_1347500.1	P. falciparum 3D7	Pf3D7_13_v3:1,897,983..1,899,362(-)	DNA/RNA-binding protein Alba 4	protein coding	813796
PF3D7_1348400	PF3D7_1348400.1	P. falciparum 3D7	Pf3D7_13_v3:1,935,596..1,947,380(-)	conserved Plasmodium membrane protein, unknown function	protein coding	814219
PF3D7_1349300	PF3D7_1349300.1	P. falciparum 3D7	Pf3D7_13_v3:1,977,269..1,982,692(+)	tyrosine kinase-like protein	protein coding	814223
PF3D7_1349500	PF3D7_1349500.1	P. falciparum 3D7	Pf3D7_13_v3:1,985,337..1,995,614(-)	conserved Plasmodium protein, unknown function	protein coding	813809
PF3D7_1350500	PF3D7_1350500.1	P. falciparum 3D7	Pf3D7_13_v3:2,015,367..2,018,801(-)	conserved Plasmodium protein, unknown function	protein coding	814230
PF3D7_1350800	PF3D7_1350800.1	P. falciparum 3D7	Pf3D7_13_v3:2,025,366..2,026,106(-)	conserved Plasmodium protein, unknown function	protein coding	814231
PF3D7_1351000	PF3D7_1351000.1	P. falciparum 3D7	Pf3D7_13_v3:2,033,838..2,039,882(+)	phosphatidylinositol transfer protein, putative	protein coding	813817
PF3D7_1351400	PF3D7_1351400.1	P. falciparum 3D7	Pf3D7_13_v3:2,052,108..2,053,384(+)	60S ribosomal protein L17, putative	protein coding	814233
PF3D7_1351800	PF3D7_1351800.1	P. falciparum 3D7	Pf3D7_13_v3:2,065,373..2,066,409(+)	conserved Plasmodium protein, unknown function	protein coding	814235
PF3D7_1351800	PF3D7_1351800.2	P. falciparum 3D7	Pf3D7_13_v3:2,065,373..2,066,409(+)	conserved Plasmodium protein, unknown function	protein coding	814235
PF3D7_1352000	PF3D7_1352000.1	P. falciparum 3D7	Pf3D7_13_v3:2,069,317..2,075,337(+)	GTP-binding protein, putative	protein coding	813824
PF3D7_1352700	PF3D7_1352700.1	P. falciparum 3D7	Pf3D7_13_v3:2,101,485..2,109,086(+)	intron-binding protein aquarius, putative	protein coding	814238
PF3D7_1352800	PF3D7_1352800.1	P. falciparum 3D7	Pf3D7_13_v3:2,110,352..2,113,356(+)	vacuolar fusion protein MON1, putative	protein coding	814239
PF3D7_1352900	PF3D7_1352900.1	P. falciparum 3D7	Pf3D7_13_v3:2,114,157..2,116,211(-)	Plasmodium exported protein, unknown function	protein coding	813829
PF3D7_1353000	PF3D7_1353000.1	P. falciparum 3D7	Pf3D7_13_v3:2,118,361..2,120,913(-)	tryptophan-rich protein, pseudogene	protein coding	813830
